Sl.No,Slide_No,State,District,Slide_Name,Latitude,Longitude,dem_tile,dem_row,dem_column,elevation_m,slope_deg,aspect_deg
19079,MAN/TAM/83G12/2017/0069,Manipur,Tamenglong,Dailong road,25.061861,93.605361,N25E093,3377,2179,982.0,13.9621,129.406
19080,MN/UKH/83K12/2017/57,Manipur,Ukhrul,Khayang,25.062222,94.61475,N25E094,3376,2213,1020.0,30.0548,70.384
19081,MN/UKH/83K12/2017/61,Manipur,Ukhrul,Khayang,25.062833,94.577722,N25E094,3374,2080,1534.0,37.2116,196.4036
19082,MN/UKH/83K12/2017/56,Manipur,Ukhrul,Chammu,25.063167,94.614389,N25E094,3373,2212,1001.0,24.6025,59.1615
19083,MN/UKH/83K12/2017/55,Manipur,Ukhrul,Chammu,25.063778,94.615,N25E094,3370,2214,1012.0,17.7541,170.3609
19084,MN/UKH/83K12/2017/54,Manipur,Ukhrul,Chammu,25.063861,94.614972,N25E094,3370,2214,1012.0,17.7541,170.3609
19085,MAN/UKH/83K08/2015/002,Manipur,Ukhrul,Nearly 6km from Ukhrul on the,25.063972,94.336,N25E094,3370,1210,1574.0,26.876,275.0392
19087,MN/UKH/83K12/2017/28,Manipur,Ukhrul,Mapum,25.064639,94.534,N25E094,3367,1922,1567.0,29.1943,314.6325
19088,MN/UKH/83K12/2017/49,Manipur,Ukhrul,Chammu,25.064833,94.643917,N25E094,3367,2318,1448.0,29.9371,221.8497
19089,MN/UKH/83K12/2017/22,Manipur,Ukhrul,Mapum,25.065056,94.544583,N25E094,3366,1960,1679.0,38.2901,181.6214
19090,MN/UKH/83K12/2017/52,Manipur,Ukhrul,Chammu,25.065889,94.632139,N25E094,3363,2276,1283.0,26.864,169.326
19091,MN/UKH/83K12/2017/51,Manipur,Ukhrul,Chammu,25.066861,94.6325,N25E094,3359,2277,1325.0,29.646,123.6851
19093,MAN/TAM/83G12/2017/0070,Manipur,Tamenglong,Dailong road,25.067306,93.604861,N25E093,3358,2177,993.0,14.6706,103.4075
19094,MN/UKH/83K12/2017/29,Manipur,Ukhrul,Mapum,25.069306,94.536528,N25E094,3350,1932,1566.0,35.4318,346.5651
19095,MN/UKH/83K12/2017/30,Manipur,Ukhrul,Mapum,25.069306,94.536528,N25E094,3350,1932,1566.0,35.4318,346.5651
19096,MN/UKH/83K12/2017/8,Manipur,Ukhrul,Mapum,25.069806,94.541667,N25E094,3349,1950,1579.0,25.0901,336.3737
19097,MN/TML/83G08/2020/52,Manipur,Tamenglong,Below Namtiran village,25.07,93.43,N25E093,3348,1548,971.0,45.0418,323.9212
19098,MAN/TAM/83G12/2017/0071,Manipur,Tamenglong,Dailong road,25.072528,93.6075,N25E093,3339,2187,1012.0,17.6604,140.839
19099,MAN/TAM/83G12/2017/0072,Manipur,Tamenglong,Dailong road,25.077361,93.611028,N25E093,3322,2200,1049.0,8.5951,155.5526
19101,MAN/TAM/83G12/2017/0073,Manipur,Tamenglong,Dailong road,25.077778,93.611583,N25E093,3320,2202,1048.0,18.459,105.4695
19102,MN/UKH/83K12/2017/31,Manipur,Ukhrul,Mapum,25.079361,94.549667,N25E094,3314,1979,1530.0,33.9296,339.7948
19103,MAN/UKH/83K08/2015/031,Manipur,Ukhrul,Ukhrul Lamlang road.,25.079667,94.296361,N25E094,3313,1067,1139.0,34.9403,166.6891
19104,MAN/UKH/83K08/2015/033,Manipur,Ukhrul,Ukhrul Lamlang road.,25.079806,94.294111,N25E094,3313,1059,1141.0,37.8692,186.2678
19105,MAN/UKH/83K08/2015/032,Manipur,Ukhrul,Ukhrul Lamlang road.,25.079944,94.294667,N25E094,3312,1061,1174.0,50.3971,176.1846
19106,MAN/SEN/83K04/2015/97,Manipur,Senapati,Along Saikul road,25.080161,94.114939,N25E094,3311,414,828.0,16.0831,169.2822
19107,MAN/TAM/83G12/2017/0075,Manipur,Tamenglong,Dailong road,25.08025,93.612278,N25E093,3311,2204,1080.0,12.3828,127.4656
19108,MAN/TAM/83G12/2017/0074,Manipur,Tamenglong,Dailong road,25.080389,93.611889,N25E093,3311,2203,1085.0,9.3305,119.513
19109,MN/UKH/83K12/2017/32,Manipur,Ukhrul,Mapum,25.081361,94.552278,N25E094,3307,1988,1535.0,26.7772,259.371
19111,MN/UKH/83K12/2017/33,Manipur,Ukhrul,Mapum,25.082306,94.551722,N25E094,3304,1986,1534.0,15.7976,264.2535
19113,MAN/TAM/83G12/2017/0076,Manipur,Tamenglong,Dailong road,25.083083,93.613583,N25E093,3301,2209,1092.0,9.6203,130.1387
19116,MAN/SEN/83K04/2015/96,Manipur,Senapati,Along Saikul road,25.085833,94.107222,N25E094,3291,386,837.0,19.467,185.0768
19117,MAN/SEN/83K04/2015/95,Manipur,Senapati,Along Saikul road,25.086525,94.078197,N25E094,3289,282,822.0,13.5952,207.5118
19118,MAN/TAM/83G12/2017/0077,Manipur,Tamenglong,Dailong road,25.087417,93.618333,N25E093,3285,2226,1158.0,22.124,167.3011
19119,MAN/TAM/83G12/2017/0078,Manipur,Tamenglong,Dailong road,25.088639,93.619722,N25E093,3281,2231,1158.0,16.1112,133.3558
19120,MAN/UKH/83K08/2015/034,Manipur,Ukhrul,Ukhrul Choithar road,25.090556,94.387389,N25E094,3274,1395,1742.0,32.6075,324.0719
19121,MN/UKH/83K12/2017/35,Manipur,Ukhrul,Mapum,25.091667,94.550056,N25E094,3270,1980,1530.0,32.9145,253.6594
19122,MN/UKH/83K12/2017/90,Manipur,Ukhrul,Mapum,25.091742,94.550444,N25E094,3270,1982,1570.0,35.1283,256.3589
19124,MN/UKH/83K12/2017/89,Manipur,Ukhrul,Mapum,25.091858,94.550786,N25E094,3269,1983,1595.0,33.5692,259.4585
19127,MAN/TAM/83G12/2017/0079,Manipur,Tamenglong,Dailong road,25.09225,93.619972,N25E093,3268,2232,1185.0,34.627,69.7714
19128,MN/UKH/83K12/2017/44,Manipur,Ukhrul,Chammu,25.093167,94.516611,N25E094,3265,1860,1527.0,37.0482,231.9371
19129,MN/UKH/83K12/2017/43,Manipur,Ukhrul,Chammu,25.094333,94.522528,N25E094,3260,1881,1540.0,41.8121,114.5974
19131,MN/UKH/83K12/2017/37,Manipur,Ukhrul,Mapum,25.095056,94.547722,N25E094,3258,1972,1655.0,28.0232,113.7658
19132,MAN/UKH/83K08/2015/019,Manipur,Ukhrul,"Ukhrul town, Ukhrul Jessami",25.095611,94.384778,N25E094,3256,1385,1714.0,20.9849,287.1832
19133,MN/UKH/83K12/2017/42,Manipur,Ukhrul,Chammu,25.095611,94.522944,N25E094,3256,1883,1531.0,27.6912,121.6251
19134,MAN/UKH/83K08/2015/018,Manipur,Ukhrul,"Ukhrul town, Ukhrul Jessami",25.095972,94.375944,N25E094,3255,1353,1682.0,17.024,202.3008
19135,MN/UKH/83K12/2017/45,Manipur,Ukhrul,Chammu,25.096083,94.515806,N25E094,3254,1857,1544.0,35.8951,241.257
19136,MAN/TAM/83G12/2017/0080,Manipur,Tamenglong,Dailong road,25.096333,93.61925,N25E093,3253,2229,1152.0,33.8629,156.4483
19137,MN/UKH/83K12/2017/38,Manipur,Ukhrul,Mapum,25.096417,94.531778,N25E094,3253,1914,1603.0,35.0041,298.285
19138,MN/UKH/83K12/2017/36,Manipur,Ukhrul,Mapum,25.096611,94.551028,N25E094,3252,1984,1650.0,23.3163,150.8358
19139,MN/UKH/83K12/2017/46,Manipur,Ukhrul,Chammu,25.09825,94.513778,N25E094,3246,1850,1556.0,29.7885,232.0438
19140,MAN/TAM/83G12/2017/0081,Manipur,Tamenglong,Dailong road,25.098639,93.620778,N25E093,3245,2235,1112.0,22.0754,71.3783
19141,MAN/UKH/83K08/2015/022,Manipur,Ukhrul,"Langdang village, Ukhrul",25.098667,94.390222,N25E094,3245,1405,1745.0,14.9016,8.6931
19142,MAN/UKH/83K08/2015/021,Manipur,Ukhrul,"Langdang village, Ukhrul",25.099194,94.460722,N25E094,3243,1659,2279.0,26.2797,169.5717
19143,MN/UKH/83K12/2017/41,Manipur,Ukhrul,Mapum,25.100889,94.526556,N25E094,3237,1896,1526.0,29.1358,214.14
19144,MAN/TAM/83G12/2017/0082,Manipur,Tamenglong,Dailong road,25.101083,93.620333,N25E093,3236,2233,1095.0,45.2116,103.7103
19145,MN/UKH/83K12/2017/48,Manipur,Ukhrul,Mapum,25.10125,94.510806,N25E094,3235,1839,1536.0,30.3503,127.4609
19147,MN/UKH/83K12/2017/39,Manipur,Ukhrul,Mapum,25.103111,94.532083,N25E094,3229,1915,1547.0,26.5801,232.6527
19149,MAN/TAM/83G12/2017/0083,Manipur,Tamenglong,Dailong road,25.105108,93.621136,N25E093,3222,2236,1091.0,17.8208,151.7915
19150,MAN/TAM/83G12/2017/0084,Manipur,Tamenglong,Dailong road,25.106472,93.623472,N25E093,3217,2244,1122.0,34.4799,120.0587
19151,MAN/TAM/83G12/2017/0053,Manipur,Tamenglong,Govajang road,25.107694,93.623556,N25E093,3212,2245,1144.0,67.5806,112.7901
19152,MAN/TAM/83G12/2017/0090,Manipur,Tamenglong,Dailong road,25.109944,93.626528,N25E093,3204,2256,1171.0,27.7176,203.5658
19153,MN/TML/83G08/2020/48,Manipur,Tamenglong,Tousem part 3- Old Tousem,25.11,93.37,N25E093,3204,1332,992.0,38.2056,261.1266
19154,MN/TML/83G08/2020/51,Manipur,Tamenglong,Tousem part 3- Old Tousem,25.11,93.37,N25E093,3204,1332,992.0,38.2056,261.1266
19155,MAN/TAM/83G12/2017/0087,Manipur,Tamenglong,Dailong road,25.110389,93.624056,N25E093,3203,2247,1118.0,36.1722,189.8552
19156,MAN/TAM/83G12/2017/0089,Manipur,Tamenglong,Dailong road,25.110389,93.625583,N25E093,3203,2252,1155.0,40.7869,195.9351
19157,MAN/SEN/83G16/2015/49,Manipur,Senapati,2km south of Makui,25.110417,93.791806,N25E093,3202,2851,750.0,22.9878,50.2711
19158,MAN/TAM/83G12/2017/0088,Manipur,Tamenglong,Dailong road,25.110472,93.625389,N25E093,3202,2251,1183.0,53.3839,196.3975
19159,MAN/TAM/83G12/2017/0086,Manipur,Tamenglong,Dailong road,25.110667,93.62275,N25E093,3202,2242,1142.0,30.5975,93.9242
19160,MAN/TAM/83G12/2017/0085,Manipur,Tamenglong,Dailong road,25.110917,93.622361,N25E093,3201,2240,1183.0,40.4596,49.452
19161,MAN/TAM/83G12/2017/0091,Manipur,Tamenglong,Dailong road,25.111556,93.629972,N25E093,3198,2268,1218.0,35.8694,153.5739
19162,MAN/UKH/83K08/2015/041,Manipur,Ukhrul,Below Ukhrul town,25.113278,94.352722,N25E094,3192,1270,1653.0,29.7491,340.3503
19163,MAN/TAM/83G12/2017/0092,Manipur,Tamenglong,Dailong road,25.113472,93.636917,N25E093,3192,2293,1237.0,35.8797,338.2391
19164,MAN/UKH/83K08/2015/040,Manipur,Ukhrul,Below Ukhrul town,25.114444,94.354694,N25E094,3188,1277,1665.0,23.8543,345.9608
19165,MAN/TAM/83G12/2017/0098,Manipur,Tamenglong,Dailong road,25.115111,93.642361,N25E093,3186,2312,1265.0,28.6397,40.8994
19166,MAN/TAM/83G12/2017/0099,Manipur,Tamenglong,Dailong road,25.115194,93.645,N25E093,3185,2322,1235.0,27.7396,310.852
19167,MAN/TAM/83G12/2017/0094,Manipur,Tamenglong,Dailong road,25.115417,93.63925,N25E093,3184,2301,1235.0,30.5543,327.4821
19168,MAN/TAM/83G12/2017/0093,Manipur,Tamenglong,Dailong road,25.115444,93.638778,N25E093,3184,2300,1229.0,32.6322,333.018
19169,MAN/TAM/83G12/2017/0100,Manipur,Tamenglong,Dailong road,25.115833,93.645833,N25E093,3183,2325,1240.0,24.2675,321.3488
19170,MAN/TAM/83G12/2017/0095,Manipur,Tamenglong,Dailong road,25.115889,93.639611,N25E093,3183,2303,1248.0,26.7699,320.3645
19171,MAN/TAM/83G12/2017/0101,Manipur,Tamenglong,Dailong road,25.116,93.643278,N25E093,3182,2316,1192.0,19.7446,51.6746
19172,MAN/TAM/83G12/2017/0096,Manipur,Tamenglong,Dailong road,25.116083,93.639889,N25E093,3182,2304,1239.0,26.5813,348.144
19173,MAN/TAM/83G12/2017/0097,Manipur,Tamenglong,Dailong road,25.116111,93.640417,N25E093,3182,2306,1242.0,34.722,350.7212
19174,MAN/UKH/83K08/2015/039,Manipur,Ukhrul,Below Ukhrul town,25.116333,94.356833,N25E094,3181,1285,1709.0,24.5177,243.0945
19175,MAN/TAM/83G12/2017/0102,Manipur,Tamenglong,Dailong road,25.116556,93.645944,N25E093,3180,2325,1228.0,22.9741,277.6802
19176,MAN/UKH/83K08/2015/038,Manipur,Ukhrul,N/A,25.116778,94.353917,N25E094,3180,1274,1699.0,30.2073,200.2108
19177,MAN/TAM/83G12/2017/0103,Manipur,Tamenglong,Dailong road,25.116833,93.645889,N25E093,3179,2325,1223.0,23.0565,287.1423
19178,MAN/TAM/83G12/2017/0104,Manipur,Tamenglong,Dailong road,25.11775,93.647222,N25E093,3176,2330,1221.0,24.4816,336.2682
19179,MAN/TAM/83G12/2017/0105,Manipur,Tamenglong,Dailong road,25.117806,93.647528,N25E093,3176,2331,1226.0,23.5988,340.8893
19180,MAN/TAM/83G12/2017/0106,Manipur,Tamenglong,Dailong road,25.118,93.64775,N25E093,3175,2332,1217.0,24.945,344.9627
19181,MAN/TAM/83G12/2017/0107,Manipur,Tamenglong,Dailong road,25.118056,93.648556,N25E093,3175,2335,1220.0,24.5868,7.8603
19182,MAN/TAM/83G12/2017/0108,Manipur,Tamenglong,Dailong road,25.118083,93.649472,N25E093,3175,2338,1218.0,20.0628,355.7889
19183,MAN/TAM/83G12/2017/0109,Manipur,Tamenglong,Dailong road,25.119917,93.653333,N25E093,3168,2352,1213.0,34.3263,307.6225
19184,MN/TML/83G08/2020/50,Manipur,Tamenglong,Data taken from Tousem part 3-,25.12,93.37,N25E093,3168,1332,759.0,27.7401,229.1491
19185,MAN/TAM/83G12/2017/0110,Manipur,Tamenglong,Dailong road,25.120444,93.653778,N25E093,3166,2354,1215.0,33.9405,314.7131
19186,MAN/TAM/83G12/2017/0111,Manipur,Tamenglong,Dailong road,25.121111,93.654694,N25E093,3164,2357,1218.0,33.236,314.257
19187,MAN/TAM/83G12/2017/0112,Manipur,Tamenglong,Dailong road,25.121417,93.654972,N25E093,3163,2358,1220.0,34.8356,307.2122
19188,MAN/TAM/83G12/2017/0113,Manipur,Tamenglong,Dailong road,25.123361,93.656306,N25E093,3156,2363,1227.0,36.9163,309.869
19189,MAN/SEN/83G16/2015/48,Manipur,Senapati,4km west of Gopibung,25.124639,93.92575,N25E093,3151,3333,1262.0,16.5846,115.7746
19190,MAN/TAM/83G12/2017/0114,Manipur,Tamenglong,Dailong road,25.124917,93.657333,N25E093,3150,2366,1198.0,25.1515,322.4631
19191,MAN/UKH/83K08/2015/026,Manipur,Ukhrul,Ukhrul Jessami road.,25.126167,94.456278,N25E094,3146,1643,1876.0,27.6172,251.5091
19192,MAN/UKH/83K08/2015/027,Manipur,Ukhrul,Ukhrul Jessami road.,25.126222,94.456278,N25E094,3146,1643,1876.0,27.6172,251.5092
19194,MAN/UKH/83K08/2015/042,Manipur,Ukhrul,Ukhrul Talui road,25.127556,94.338583,N25E094,3141,1219,1664.0,13.6823,153.8535
19195,MAN/UKH/83K08/2015/025,Manipur,Ukhrul,Ukhrul Jessami road.,25.127722,94.449417,N25E094,3140,1618,1878.0,15.2459,284.6208
19196,MAN/UKH/83K08/2015/024,Manipur,Ukhrul,"4km N of Siruhi village, Ukhrul",25.128194,94.440417,N25E094,3139,1586,1852.0,22.3367,299.5034
19197,MAN/UKH/83K08/2015/051,Manipur,Ukhrul,Ukhrul Talui road,25.128222,94.321722,N25E094,3138,1158,1802.0,22.2678,312.996
19198,MAN/UKH/83K08/2015/023,Manipur,Ukhrul,"4km N of Siruhi village, Ukhrul",25.128417,94.440639,N25E094,3138,1586,1851.0,25.3816,267.0663
19199,MAN/TAM/83G12/2017/0115,Manipur,Tamenglong,Dailong road,25.129639,93.661806,N25E093,3133,2383,1199.0,26.5506,322.5327
19200,MAN/TAM/83G12/2017/0116,Manipur,Tamenglong,Dailong road,25.130361,93.6625,N25E093,3131,2385,1199.0,23.3185,292.6395
19201,MAN/TAM/83G12/2017/0117,Manipur,Tamenglong,Dailong road,25.130722,93.663583,N25E093,3129,2389,1193.0,21.6383,1.2913
19203,MAN/UKH/83K08/2015/052,Manipur,Ukhrul,Ngaingu village,25.131889,94.322667,N25E094,3125,1162,1714.0,16.7888,83.0662
19204,MAN/UKH/83K08/2015/043,Manipur,Ukhrul,Ukhrul Talui road,25.131917,94.338583,N25E094,3125,1219,1667.0,26.0833,126.5283
19205,MAN/TAM/83G12/2017/0118,Manipur,Tamenglong,Dailong road,25.1345,93.666417,N25E093,3116,2399,1163.0,22.4469,308.8244
19206,MAN/UKH/83K08/2015/020,Manipur,Ukhrul,"Siruhi village, Ukhrul Jessami",25.134611,94.460722,N25E094,3115,1659,1918.0,22.9771,277.6791
19207,MAN/TAM/83G12/2017/0119,Manipur,Tamenglong,Dailong road,25.134944,93.666667,N25E093,3114,2400,1150.0,25.0067,309.9432
19208,MAN/TAM/83G12/2017/0120,Manipur,Tamenglong,Dailong road,25.135333,93.667,N25E093,3113,2401,1152.0,28.4225,314.0608
19209,MAN/TAM/83G12/2017/0121,Manipur,Tamenglong,Dailong road,25.135861,93.6675,N25E093,3111,2403,1154.0,29.2728,304.7745
19210,MAN/TAM/83G12/2017/0122,Manipur,Tamenglong,Dailong road,25.136222,93.667639,N25E093,3110,2404,1158.0,23.445,291.9177
19211,MAN/TAM/83G12/2017/0123,Manipur,Tamenglong,Dailong road,25.138306,93.669028,N25E093,3102,2409,1142.0,30.6686,310.4146
19212,MAN/TAM/83G12/2017/0124,Manipur,Tamenglong,Dailong road,25.139167,93.669444,N25E093,3099,2410,1128.0,33.323,299.5011
19213,MAN/TAM/83G12/2017/0125,Manipur,Tamenglong,Dailong road,25.139639,93.669639,N25E093,3097,2411,1129.0,25.7607,294.791
19214,MAN/UKH/83K08/2015/053,Manipur,Ukhrul,Ngaingu village,25.14275,94.320139,N25E094,3086,1153,1647.0,29.477,251.6377
19215,MAN/UKH/83K08/2015/054,Manipur,Ukhrul,Ngaingu village,25.145583,94.320444,N25E094,3076,1154,1630.0,31.11,263.067
19216,MAN/TAM/83G12/2017/0126,Manipur,Tamenglong,Dailong road,25.14625,93.671194,N25E093,3074,2416,1082.0,32.459,262.3216
19217,MN/KAN/83G16/2018/007,Manipur,Kangpokpi,Kalikhola Slide II (Old Landslide),25.146528,93.941722,N25E093,3072,3390,1287.0,15.5785,189.2274
19218,MAN/TAM/83G12/2017/0127,Manipur,Tamenglong,Dailong road,25.151417,93.672833,N25E093,3055,2422,1060.0,11.9199,323.6285
19219,MAN/UKH/83K08/2015/055,Manipur,Ukhrul,Ngaingu village,25.151917,94.312167,N25E094,3053,1124,1405.0,24.2396,308.33
19220,MAN/TAM/83G12/2017/0021,Manipur,Tamenglong,Govajang road,25.152167,93.713083,N25E093,3052,2567,819.0,20.9216,169.8968
19221,MAN/TAM/83G12/2017/0128,Manipur,Tamenglong,Dailong road,25.152361,93.67325,N25E093,3052,2424,1054.0,23.5322,329.7974
19222,MAN/TAM/83G12/2017/0022,Manipur,Tamenglong,Govajang road,25.152389,93.712833,N25E093,3051,2566,824.0,25.6164,240.1332
19223,MAN/TAM/83G12/2017/0129,Manipur,Tamenglong,Dailong road,25.152472,93.673667,N25E093,3051,2425,1046.0,26.1487,329.9429
19224,MAN/TAM/83G12/2017/0023,Manipur,Tamenglong,Govajang road,25.153472,93.712444,N25E093,3048,2565,826.0,34.3309,240.5387
19225,MAN/UKH/83K08/2015/028,Manipur,Ukhrul,Ukhrul Jessami road.,25.153722,94.461917,N25E094,3047,1663,1921.0,26.6726,236.783
19226,MAN/TAM/83G12/2017/0024,Manipur,Tamenglong,Govajang road,25.154917,93.711278,N25E093,3042,2561,851.0,33.9547,218.6192
19227,MAN/UKH/83K08/2015/029,Manipur,Ukhrul,Ukhrul Jessami road.,25.155194,94.461278,N25E094,3041,1661,1919.0,28.6842,237.319
19228,MAN/TAM/83G12/2017/0052,Manipur,Tamenglong,Govajang road,25.155611,93.676639,N25E093,3040,2436,1031.0,21.0101,138.429
19229,MAN/TAM/83G12/2017/0051,Manipur,Tamenglong,Govajang road,25.155861,93.677306,N25E093,3039,2438,1039.0,31.1761,160.5778
19230,MAN/TAM/83G12/2017/0049,Manipur,Tamenglong,Govajang road,25.155917,93.681583,N25E093,3039,2454,1018.0,31.7574,121.5359
19231,MAN/TAM/83G12/2017/0050,Manipur,Tamenglong,Govajang road,25.156306,93.678917,N25E093,3037,2444,1036.0,39.1773,176.5401
19232,MAN/TAM/83G12/2017/0018,Manipur,Tamenglong,Govajang road,25.156722,93.723889,N25E093,3036,2606,734.0,30.9256,229.5722
19233,MAN/TAM/83G12/2017/0028,Manipur,Tamenglong,Govajang road,25.156833,93.703222,N25E093,3035,2532,900.0,24.2758,185.1188
19234,MAN/TAM/83G12/2017/0138,Manipur,Tamenglong,Govajang road,25.157092,93.682686,N25E093,3034,2458,1043.0,32.7168,139.6641
19235,MAN/TAM/83G12/2017/0047,Manipur,Tamenglong,Govajang road,25.157528,93.68425,N25E093,3033,2463,1027.0,35.3237,152.9826
19236,MAN/TAM/83G12/2017/0048,Manipur,Tamenglong,Govajang road,25.157667,93.6845,N25E093,3032,2464,1032.0,29.9455,138.1286
19237,MAN/TAM/83G12/2017/0019,Manipur,Tamenglong,Govajang road,25.15775,93.72275,N25E093,3032,2602,746.0,29.0886,200.2171
19238,MAN/TAM/83G12/2017/0046,Manipur,Tamenglong,Govajang road,25.158083,93.684944,N25E093,3031,2466,1016.0,31.1393,109.9752
19239,MAN/UKH/83K08/2015/030,Manipur,Ukhrul,Ukhrul Jessami road.,25.158361,94.461472,N25E094,3030,1661,1909.0,23.0387,288.8776
19240,MAN/TAM/83G12/2017/0045,Manipur,Tamenglong,Govajang road,25.158667,93.685222,N25E093,3029,2467,1004.0,36.3883,102.3668
19241,MAN/TAM/83G12/2017/0139,Manipur,Tamenglong,Govajang road,25.158828,93.720131,N25E093,3028,2592,772.0,29.6588,123.6652
19242,MAN/TAM/83G12/2017/0020,Manipur,Tamenglong,Govajang road,25.159,93.712056,N25E093,3028,2563,1042.0,12.0495,170.3536
19243,MAN/TAM/83G12/2017/0029,Manipur,Tamenglong,Govajang road,25.159028,93.699833,N25E093,3027,2519,916.0,29.1485,240.91
19244,MAN/TAM/83G12/2017/0140,Manipur,Tamenglong,Govajang road,25.159386,93.720417,N25E093,3026,2594,759.0,22.6016,143.7919
19245,MAN/TAM/83G12/2017/0025,Manipur,Tamenglong,Govajang road,25.159778,93.7065,N25E093,3025,2543,855.0,35.6623,212.8259
19246,MAN/TAM/83G12/2017/0042,Manipur,Tamenglong,Govajang road,25.160306,93.689306,N25E093,3023,2482,1007.0,36.4718,175.1423
19247,MAN/TAM/83G12/2017/0043,Manipur,Tamenglong,Govajang road,25.160333,93.688528,N25E093,3023,2479,1006.0,38.7068,179.3606
19248,MAN/TAM/83G12/2017/0044,Manipur,Tamenglong,Govajang road,25.160389,93.688167,N25E093,3023,2477,1005.0,40.4363,184.2125
19249,MAN/TAM/83G12/2017/0026,Manipur,Tamenglong,Govajang road,25.160583,93.7055,N25E093,3022,2540,868.0,27.0568,225.1576
19250,MAN/TAM/83G12/2017/0014,Manipur,Tamenglong,Govajang road,25.161361,93.732333,N25E093,3019,2636,728.0,26.486,182.5715
19251,MAN/TAM/83G12/2017/0016,Manipur,Tamenglong,Govajang road,25.161667,93.730361,N25E093,3018,2629,741.0,18.4134,169.9449
19252,MAN/TAM/83G12/2017/0015,Manipur,Tamenglong,Govajang road,25.161694,93.731306,N25E093,3018,2633,740.0,30.0652,181.3278
19253,MAN/TAM/83G12/2017/0017,Manipur,Tamenglong,Govajang road,25.161861,93.729917,N25E093,3017,2628,750.0,15.6947,173.6047
19254,MAN/TAM/83G12/2017/0013,Manipur,Tamenglong,Govajang road,25.162028,93.733306,N25E093,3017,2640,726.0,32.1306,144.283
19255,MAN/TAM/83G12/2017/0041,Manipur,Tamenglong,Govajang road,25.162306,93.691111,N25E093,3016,2488,997.0,31.8659,88.8809
19256,MAN/TAM/83G12/2017/0027,Manipur,Tamenglong,Govajang road,25.162583,93.703972,N25E093,3015,2534,876.0,23.2038,117.554
19257,MAN/TAM/83G12/2017/0012,Manipur,Tamenglong,Govajang road,25.163167,93.735556,N25E093,3013,2648,745.0,36.2802,151.2354
19258,MAN/TAM/83G12/2017/0040,Manipur,Tamenglong,Govajang road,25.163333,93.691194,N25E093,3012,2488,1034.0,34.1478,130.1201
19259,MAN/TAM/83G12/2017/0011,Manipur,Tamenglong,Govajang road,25.163528,93.736222,N25E093,3011,2650,762.0,26.1335,130.0453
19260,MAN/TAM/83G12/2017/0030,Manipur,Tamenglong,Govajang road,25.163722,93.700556,N25E093,3011,2522,946.0,31.2443,240.4206
19261,MAN/TAM/83G12/2017/0010,Manipur,Tamenglong,Govajang road,25.163917,93.73625,N25E093,3010,2650,768.0,25.1163,115.025
19262,MAN/TAM/83G12/2017/0038,Manipur,Tamenglong,Govajang road,25.164056,93.692861,N25E093,3009,2494,1004.0,38.4221,164.6369
19263,MAN/TAM/83G12/2017/0009,Manipur,Tamenglong,Govajang road,25.164222,93.736361,N25E093,3009,2651,758.0,30.2848,105.2678
19264,MAN/TAM/83G12/2017/0039,Manipur,Tamenglong,Govajang road,25.164278,93.691361,N25E093,3009,2489,1013.0,38.6627,111.0467
19265,MAN/TAM/83G12/2017/0037,Manipur,Tamenglong,Govajang road,25.164472,93.693944,N25E093,3008,2498,983.0,31.2584,110.6923
19266,MAN/TAM/83G12/2017/0034,Manipur,Tamenglong,Govajang road,25.164847,93.696828,N25E093,3007,2509,963.0,31.5815,173.7366
19267,MAN/TAM/83G12/2017/0033,Manipur,Tamenglong,Govajang road,25.16485,93.697303,N25E093,3007,2510,957.0,28.0508,154.6618
19268,MAN/TAM/83G12/2017/0032,Manipur,Tamenglong,Govajang road,25.165222,93.697722,N25E093,3005,2512,959.0,25.5251,118.3335
19269,MAN/TAM/83G12/2017/0035,Manipur,Tamenglong,Govajang road,25.165222,93.69575,N25E093,3005,2505,984.0,35.4804,207.6592
19270,MAN/UKH/83K08/2015/044,Manipur,Ukhrul,Ukhrul Talui road,25.16525,94.354611,N25E094,3005,1277,1714.0,13.5812,22.8729
19271,MAN/TAM/83G12/2017/0036,Manipur,Tamenglong,Govajang road,25.165472,93.695528,N25E093,3004,2504,991.0,37.8809,198.776
19272,MAN/TAM/83G12/2017/0031,Manipur,Tamenglong,Govajang road,25.165833,93.699611,N25E093,3003,2519,962.0,24.9981,214.4573
19273,MAN/UKH/83K08/2015/045,Manipur,Ukhrul,Ukhrul Talui road,25.166833,94.354889,N25E094,2999,1278,1722.0,28.6446,136.558
19274,MAN/TAM/83G12/2017/0008,Manipur,Tamenglong,Govajang road,25.167444,93.735472,N25E093,2997,2648,777.0,31.1771,165.8852
19275,MAN/UKH/83K08/2015/056,Manipur,Ukhrul,Somdal village,25.167528,94.294861,N25E094,2997,1061,1540.0,21.9421,109.3604
19276,MAN/TAM/83G12/2017/0001,Manipur,Tamenglong,West of Govajang,25.167806,93.749222,N25E093,2996,2697,693.0,29.9972,234.4188
19277,MAN/TAM/83G12/2017/0002,Manipur,Tamenglong,West of Govajang,25.167917,93.749083,N25E093,2995,2697,705.0,37.4285,227.4036
19278,MAN/TAM/83G12/2017/0003,Manipur,Tamenglong,West of Govajang,25.168028,93.748972,N25E093,2995,2696,692.0,28.7313,217.1278
