Sl.No,Slide_No,State,District,Slide_Name,Latitude,Longitude,event_date,elevation,slope,aspect,rainfall_24h,rainfall_3d,rainfall_7d,rainfall_source,rainfall_source_type,rainfall_status,soil_moisture_0_7cm,soil_moisture_7_28cm,soil_moisture_28_100cm,soil_moisture_100_255cm,soil_moisture,soil_moisture_source,soil_moisture_source_type,soil_moisture_status
22784,MZ/AZL/84A10/2024/084,Mizoram,Aizawl,"Melthum, Aizawl-Thenzawl-",23.67611111,92.71972222,2024-05-28,976.0,50.3344,113.1177,61.9,120.9,163.8,Open-Meteo historical weather,reanalysis,available,0.4275,0.424792,0.341375,0.313,0.376667,Open-Meteo ERA5-Land,reanalysis,available
22785,MZ/AZL/84A10/2024/085,Mizoram,Aizawl,Aizawl-Thenzawl-Lunglei,23.67138889,92.72361111,2024-05-28,927.0,35.5707,100.7627,61.9,120.9,163.8,Open-Meteo historical weather,reanalysis,available,0.4275,0.424792,0.341375,0.313,0.376667,Open-Meteo ERA5-Land,reanalysis,available
22786,MZ/AZL/84A10/2024/086,Mizoram,Aizawl,Aizawl-Thenzawl-Lunglei,23.66694444,92.72194444,2024-05-28,978.0,43.2822,56.6303,61.9,120.9,163.8,Open-Meteo historical weather,reanalysis,available,0.4275,0.424792,0.341375,0.313,0.376667,Open-Meteo ERA5-Land,reanalysis,available
22787,MZ/AZL/84A10/2024/087,Mizoram,Aizawl,Aizawl-Thenzawl-Lunglei,23.66666667,92.72388889,2024-05-28,829.0,36.4701,70.8219,61.9,120.9,163.8,Open-Meteo historical weather,reanalysis,available,0.4275,0.424792,0.341375,0.313,0.376667,Open-Meteo ERA5-Land,reanalysis,available
22788,MZ/AZL/84A10/2024/088,Mizoram,Aizawl,Hualngohmun Bifurcation,23.66027778,92.72694444,2024-05-28,859.0,35.7922,13.8269,61.9,120.9,163.8,Open-Meteo historical weather,reanalysis,available,0.4275,0.424792,0.341375,0.313,0.376667,Open-Meteo ERA5-Land,reanalysis,available
22790,MZ/AZL/84A10/2024/090,Mizoram,Aizawl,"Melriat Bazar, Aizawl",23.64388889,92.72583333,2024-05-28,822.0,27.1194,248.6857,61.9,120.9,163.8,Open-Meteo historical weather,reanalysis,available,0.428083,0.426083,0.3515,0.312,0.379417,Open-Meteo ERA5-Land,reanalysis,available
22791,MZ/AZL/84A10/2024/091,Mizoram,Aizawl,"Kelsih, Aizawl",23.635,92.72361111,2024-05-28,837.0,34.9969,117.1708,61.9,120.9,163.8,Open-Meteo historical weather,reanalysis,available,0.428083,0.426083,0.3515,0.312,0.379417,Open-Meteo ERA5-Land,reanalysis,available
22792,MZ/AZL/84A15/2024/092,Mizoram,Aizawl,"Chamring to Hmuifang Road,",23.43277778,92.76111111,2024-05-28,1503.0,17.3118,235.16,65.0,128.9,173.2,Open-Meteo historical weather,reanalysis,available,0.428417,0.426125,0.346333,0.3105,0.377844,Open-Meteo ERA5-Land,reanalysis,available
22793,MZ/AZL/84A10/2024/093,Mizoram,Aizawl,"Midum Kham, Sumsuih",23.46777778,92.74111111,2024-05-28,1328.0,54.3603,271.6627,65.0,128.9,173.2,Open-Meteo historical weather,reanalysis,available,0.428333,0.426583,0.353458,0.311,0.379844,Open-Meteo ERA5-Land,reanalysis,available
22795,MZ/AZL/84A11/2024/095,Mizoram,Aizawl,"Thiak, Aizawl",23.4725,92.71444444,2024-05-28,1075.0,16.9356,72.999,65.0,128.9,173.2,Open-Meteo historical weather,reanalysis,available,0.428333,0.426583,0.353458,0.311,0.379844,Open-Meteo ERA5-Land,reanalysis,available
22797,MZ/AZL/84A11/2024/097,Mizoram,Aizawl,Thiak to Maubuang,23.49,92.70555556,2024-05-28,1034.0,35.5047,236.6161,65.0,128.9,173.2,Open-Meteo historical weather,reanalysis,available,0.428333,0.426583,0.353458,0.311,0.379844,Open-Meteo ERA5-Land,reanalysis,available
22798,MZ/AZL/84A11/2024/098,Mizoram,Aizawl,Thiak to Maubuang,23.49722222,92.70333333,2024-05-28,905.0,25.9312,241.6797,54.9,118.1,157.5,Open-Meteo historical weather,reanalysis,available,0.428333,0.426583,0.353458,0.311,0.379844,Open-Meteo ERA5-Land,reanalysis,available
22799,MZ/AZL/84A10/2024/099,Mizoram,Aizawl,Maubuang to Sateek,23.51361111,92.69833333,2024-05-28,780.0,34.4765,224.9907,54.9,118.1,157.5,Open-Meteo historical weather,reanalysis,available,0.428333,0.426583,0.353458,0.311,0.379844,Open-Meteo ERA5-Land,reanalysis,available
22800,MZ/AZL/84A10/2024/100,Mizoram,Aizawl,Sateek,23.53666667,92.6975,2024-05-28,857.0,37.812,329.9624,54.9,118.1,157.5,Open-Meteo historical weather,reanalysis,available,0.428333,0.426583,0.353458,0.311,0.379844,Open-Meteo ERA5-Land,reanalysis,available
22801,MZ/AZL/84A10/2024/101,Mizoram,Aizawl,Sateek,23.54166667,92.70194444,2024-05-28,872.0,22.8661,276.0594,54.9,118.1,157.5,Open-Meteo historical weather,reanalysis,available,0.428333,0.426583,0.353458,0.311,0.379844,Open-Meteo ERA5-Land,reanalysis,available
22802,MZ/AZL/84A10/2024/102,Mizoram,Aizawl,Sateek,23.54277778,92.70333333,2024-05-28,908.0,33.971,337.6662,54.9,118.1,157.5,Open-Meteo historical weather,reanalysis,available,0.428333,0.426583,0.353458,0.311,0.379844,Open-Meteo ERA5-Land,reanalysis,available
22803,MZ/AZL/84A10/2024/103,Mizoram,Aizawl,Phulpui,23.52944444,92.72944444,2024-05-28,989.0,18.7035,285.2472,54.9,118.1,157.5,Open-Meteo historical weather,reanalysis,available,0.428333,0.426583,0.353458,0.311,0.379844,Open-Meteo ERA5-Land,reanalysis,available
22804,MZ/AZL/84A10/2024/104,Mizoram,Aizawl,Phulpui,23.53083333,92.73055556,2024-05-28,986.0,28.4014,303.6304,54.9,118.1,157.5,Open-Meteo historical weather,reanalysis,available,0.428333,0.426583,0.353458,0.311,0.379844,Open-Meteo ERA5-Land,reanalysis,available
22805,MZ/AZL/84A10/2024/105,Mizoram,Aizawl,Phulpui,23.53111111,92.73361111,2024-05-28,1043.0,34.2792,348.4193,54.9,118.1,157.5,Open-Meteo historical weather,reanalysis,available,0.428333,0.426583,0.353458,0.311,0.379844,Open-Meteo ERA5-Land,reanalysis,available
22806,MZ/AZL/84A10/2024/106,Mizoram,Aizawl,Phulpui,23.53083333,92.73333333,2024-05-28,1065.0,33.9622,350.1897,54.9,118.1,157.5,Open-Meteo historical weather,reanalysis,available,0.428333,0.426583,0.353458,0.311,0.379844,Open-Meteo ERA5-Land,reanalysis,available
22807,MZ/AZL/84A10/2024/107,Mizoram,Aizawl,Aibawk,23.56388889,92.70805556,2024-05-28,836.0,31.2154,232.5751,54.9,118.1,157.5,Open-Meteo historical weather,reanalysis,available,0.428083,0.426083,0.3515,0.312,0.379417,Open-Meteo ERA5-Land,reanalysis,available
22808,MZ/AZL/84A10/2024/108,Mizoram,Aizawl,Aibawk,23.56416667,92.70805556,2024-05-28,847.0,28.4076,242.8437,54.9,118.1,157.5,Open-Meteo historical weather,reanalysis,available,0.428083,0.426083,0.3515,0.312,0.379417,Open-Meteo ERA5-Land,reanalysis,available
22809,MZ/AZL/84A10/2024/109,Mizoram,Aizawl,Aibawk,23.565,92.70777778,2024-05-28,851.0,36.0393,249.1468,54.9,118.1,157.5,Open-Meteo historical weather,reanalysis,available,0.428083,0.426083,0.3515,0.312,0.379417,Open-Meteo ERA5-Land,reanalysis,available
22810,MZ/AZL/84A10/2024/110,Mizoram,Aizawl,Aibawk,23.56666667,92.70888889,2024-05-28,852.0,13.6489,306.8678,54.9,118.1,157.5,Open-Meteo historical weather,reanalysis,available,0.428083,0.426083,0.3515,0.312,0.379417,Open-Meteo ERA5-Land,reanalysis,available
22811,MZ/AZL/84A09/2024/111,Mizoram,Aizawl,"BSUP, Durtlang",23.77305556,92.74361111,2024-05-28,1002.0,20.0612,46.6,38.4,98.3,134.2,Open-Meteo historical weather,reanalysis,available,0.427042,0.424167,0.328,0.316,0.373802,Open-Meteo ERA5-Land,reanalysis,available
22812,MZ/AZL/84A13/2024/112,Mizoram,Aizawl,Muthi,23.77472222,92.76194444,2024-05-28,1126.0,13.1051,108.2344,38.4,98.3,134.2,Open-Meteo historical weather,reanalysis,available,0.42725,0.424667,0.335125,0.319,0.37651,Open-Meteo ERA5-Land,reanalysis,available
22813,MZ/AZL/84A13/2024/113,Mizoram,Aizawl,Muthi,23.77361111,92.76111111,2024-05-28,1118.0,3.1755,73.0358,38.4,98.3,134.2,Open-Meteo historical weather,reanalysis,available,0.42725,0.424667,0.335125,0.319,0.37651,Open-Meteo ERA5-Land,reanalysis,available
22814,MZ/AZL/84A10/2024/114,Mizoram,Aizawl,"Zuangtui, Aizawl",23.74861111,92.73861111,2024-05-28,948.0,32.7505,165.6733,49.4,108.6,154.4,Open-Meteo historical weather,reanalysis,available,0.4275,0.424792,0.341375,0.313,0.376667,Open-Meteo ERA5-Land,reanalysis,available
22815,MZ/AZL/84A10/2024/115,Mizoram,Aizawl,Muallungthu,23.61,92.72083333,2024-05-28,912.0,30.1769,23.2642,67.8,120.5,158.2,Open-Meteo historical weather,reanalysis,available,0.428083,0.426083,0.3515,0.312,0.379417,Open-Meteo ERA5-Land,reanalysis,available
22816,MZ/AZL/84A10/2024/116,Mizoram,Aizawl,Muallungthu,23.60666667,92.72305556,2024-05-28,925.0,21.132,185.9028,67.8,120.5,158.2,Open-Meteo historical weather,reanalysis,available,0.428083,0.426083,0.3515,0.312,0.379417,Open-Meteo ERA5-Land,reanalysis,available
22817,MZ/AZL/84A10/2024/117,Mizoram,Aizawl,Tachhip,23.5925,92.71666667,2024-05-28,763.0,19.9226,290.2514,67.8,120.5,158.2,Open-Meteo historical weather,reanalysis,available,0.428083,0.426083,0.3515,0.312,0.379417,Open-Meteo ERA5-Land,reanalysis,available
22818,MZ/AZL/84A10/2024/118,Mizoram,Aizawl,Tachhip,23.58722222,92.71361111,2024-05-28,813.0,34.7286,235.9113,67.8,120.5,158.2,Open-Meteo historical weather,reanalysis,available,0.428083,0.426083,0.3515,0.312,0.379417,Open-Meteo ERA5-Land,reanalysis,available
22819,MZ/AZL/84A10/2024/119,Mizoram,Aizawl,Tachhip,23.57694444,92.71305556,2024-05-28,906.0,14.7798,29.0351,67.8,120.5,158.2,Open-Meteo historical weather,reanalysis,available,0.428083,0.426083,0.3515,0.312,0.379417,Open-Meteo ERA5-Land,reanalysis,available
22820,MZ/AZL/84A10/2024/121,Mizoram,Aizawl,Tachhip,23.58027778,92.715,2024-05-28,918.0,10.5454,180.0,67.8,120.5,158.2,Open-Meteo historical weather,reanalysis,available,0.428083,0.426083,0.3515,0.312,0.379417,Open-Meteo ERA5-Land,reanalysis,available
22821,MZ/AZL/84A10/2024/122,Mizoram,Aizawl,Tachhip,23.58138889,92.71416667,2024-05-28,911.0,28.1911,244.9873,67.8,120.5,158.2,Open-Meteo historical weather,reanalysis,available,0.428083,0.426083,0.3515,0.312,0.379417,Open-Meteo ERA5-Land,reanalysis,available
22822,MZ/AZL/84A10/2024/123,Mizoram,Aizawl,Tachhip,23.58694444,92.7175,2024-05-28,957.0,16.308,319.5328,67.8,120.5,158.2,Open-Meteo historical weather,reanalysis,available,0.428083,0.426083,0.3515,0.312,0.379417,Open-Meteo ERA5-Land,reanalysis,available
22823,MZ/AZL/84A10/2024/124,Mizoram,Aizawl,Tachhip,23.58555556,92.71583333,2024-05-28,924.0,29.0939,269.1666,67.8,120.5,158.2,Open-Meteo historical weather,reanalysis,available,0.428083,0.426083,0.3515,0.312,0.379417,Open-Meteo ERA5-Land,reanalysis,available
22824,MZ/AZL/84A10/2024/125,Mizoram,Aizawl,Tachhip,23.58583333,92.71638889,2024-05-28,952.0,21.7513,279.9293,67.8,120.5,158.2,Open-Meteo historical weather,reanalysis,available,0.428083,0.426083,0.3515,0.312,0.379417,Open-Meteo ERA5-Land,reanalysis,available
22825,MZ/AZL/84A10/2024/126,Mizoram,Aizawl,Tachhip,23.58638889,92.71583333,2024-05-28,919.0,23.098,280.3865,67.8,120.5,158.2,Open-Meteo historical weather,reanalysis,available,0.428083,0.426083,0.3515,0.312,0.379417,Open-Meteo ERA5-Land,reanalysis,available
22826,MZ/AZL/84A10/2024/127,Mizoram,Aizawl,Hualngohmun,23.65388889,92.72444444,2024-05-28,742.0,25.0467,241.5551,61.9,120.9,163.8,Open-Meteo historical weather,reanalysis,available,0.4275,0.424792,0.341375,0.313,0.376667,Open-Meteo ERA5-Land,reanalysis,available
22827,MZ/AZL/84A10/2024/128,Mizoram,Aizawl,Hualngohmun,23.65416667,92.71777778,2024-05-28,872.0,30.7963,121.5212,61.9,120.9,163.8,Open-Meteo historical weather,reanalysis,available,0.4275,0.424792,0.341375,0.313,0.376667,Open-Meteo ERA5-Land,reanalysis,available
22828,MZ/AZL/84A10/2024/129,Mizoram,Aizawl,Melriat to Samtlang road,23.655,92.71444444,2024-05-28,859.0,26.8857,247.4722,61.9,120.9,163.8,Open-Meteo historical weather,reanalysis,available,0.4275,0.424792,0.341375,0.313,0.376667,Open-Meteo ERA5-Land,reanalysis,available
22829,MZ/AZL/84A10/2024/130,Mizoram,Aizawl,Melriat to Samtlang road,23.65416667,92.69,2024-05-28,867.0,35.8753,67.2877,76.9,149.1,183.0,Open-Meteo historical weather,reanalysis,available,0.4275,0.424792,0.341375,0.313,0.376667,Open-Meteo ERA5-Land,reanalysis,available
22830,MZ/AZL/84A10/2024/131,Mizoram,Aizawl,N Lungleng,23.66055556,92.67277778,2024-05-28,1017.0,16.6041,148.7614,76.9,149.1,183.0,Open-Meteo historical weather,reanalysis,available,0.4275,0.424792,0.341375,0.313,0.376667,Open-Meteo ERA5-Land,reanalysis,available
22831,MZ/AZL/84A10/2024/132,Mizoram,Aizawl,N Lungleng,23.66083333,92.67277778,2024-05-28,1025.0,11.5158,142.6113,76.9,149.1,183.0,Open-Meteo historical weather,reanalysis,available,0.4275,0.424792,0.341375,0.313,0.376667,Open-Meteo ERA5-Land,reanalysis,available
22832,MZ/AZL/84A10/2024/133,Mizoram,Aizawl,N Lungleng,23.65777778,92.67444444,2024-05-28,954.0,10.5251,163.4191,76.9,149.1,183.0,Open-Meteo historical weather,reanalysis,available,0.4275,0.424792,0.341375,0.313,0.376667,Open-Meteo ERA5-Land,reanalysis,available
22833,MZ/AZL/84A10/2024/134,Mizoram,Aizawl,Samtlang Junction,23.65861111,92.70583333,2024-05-28,872.0,8.2232,162.1979,76.9,149.1,183.0,Open-Meteo historical weather,reanalysis,available,0.4275,0.424792,0.341375,0.313,0.376667,Open-Meteo ERA5-Land,reanalysis,available
22834,MZ/AZL/84A10/2024/135,Mizoram,Aizawl,Melthum,23.68143611,92.72144167,2024-05-28,1036.0,32.8555,61.9675,61.9,120.9,163.8,Open-Meteo historical weather,reanalysis,available,0.4275,0.424792,0.341375,0.313,0.376667,Open-Meteo ERA5-Land,reanalysis,available
22835,MZ/AZL/84A14/2024/136,Mizoram,Aizawl,Zemabawk to Tuirial Airfield,23.73555556,92.78833333,2024-05-28,529.0,30.9353,106.4755,49.4,108.6,154.4,Open-Meteo historical weather,reanalysis,available,0.4275,0.424542,0.338167,0.319,0.377302,Open-Meteo ERA5-Land,reanalysis,available
22836,MZ/AZL/84A14/2024/137,Mizoram,Aizawl,Tuirial,23.72694444,92.79527778,2024-05-28,256.0,20.2488,28.6418,49.4,108.6,154.4,Open-Meteo historical weather,reanalysis,available,0.4275,0.424542,0.338167,0.319,0.377302,Open-Meteo ERA5-Land,reanalysis,available
22837,MZ/AZL/84A14/2024/138,Mizoram,Aizawl,Tuirial Airfield,23.73277778,92.79722222,2024-05-28,256.0,14.9932,243.0433,49.4,108.6,154.4,Open-Meteo historical weather,reanalysis,available,0.4275,0.424542,0.338167,0.319,0.377302,Open-Meteo ERA5-Land,reanalysis,available
22838,MZ/AZL/84A14/2024/139,Mizoram,Aizawl,Tuirial Airfield Cemetery,23.73416667,92.79861111,2024-05-28,296.0,13.9691,264.3983,49.4,108.6,154.4,Open-Meteo historical weather,reanalysis,available,0.4275,0.424542,0.338167,0.319,0.377302,Open-Meteo ERA5-Land,reanalysis,available
22839,MZ/AZL/84A14/2024/140,Mizoram,Aizawl,Tuirial Airfield,23.74555556,92.79444444,2024-05-28,360.0,25.4539,96.3458,49.4,108.6,154.4,Open-Meteo historical weather,reanalysis,available,0.4275,0.424542,0.338167,0.319,0.377302,Open-Meteo ERA5-Land,reanalysis,available
22841,MZ/AZL/84A14/2024/142,Mizoram,Aizawl,Tuirial Airfield,23.73638889,92.79805556,2024-05-28,346.0,21.7924,239.5956,49.4,108.6,154.4,Open-Meteo historical weather,reanalysis,available,0.4275,0.424542,0.338167,0.319,0.377302,Open-Meteo ERA5-Land,reanalysis,available
22842,MZ/AZL/84A14/2024/143,Mizoram,Aizawl,Tuirial Airfield,23.73583333,92.79888889,2024-05-28,355.0,30.03,211.3365,49.4,108.6,154.4,Open-Meteo historical weather,reanalysis,available,0.4275,0.424542,0.338167,0.319,0.377302,Open-Meteo ERA5-Land,reanalysis,available
22843,MZ/AZL/84A14/2024/144,Mizoram,Aizawl,Tuirial Airfield,23.73638889,92.8,2024-05-28,375.0,24.1043,86.3698,49.4,108.6,154.4,Open-Meteo historical weather,reanalysis,available,0.4275,0.424542,0.338167,0.319,0.377302,Open-Meteo ERA5-Land,reanalysis,available
22844,MZ/AZL/84A14/2024/145,Mizoram,Aizawl,Tuirial Airfield,23.73555556,92.80027778,2024-05-28,362.0,8.2723,156.7158,49.4,108.6,154.4,Open-Meteo historical weather,reanalysis,available,0.4275,0.424542,0.338167,0.319,0.377302,Open-Meteo ERA5-Land,reanalysis,available
22845,MZ/AZL/84A14/2024/146,Mizoram,Aizawl,Tuirial,23.71972222,92.79777778,2024-05-28,215.0,19.0236,90.0,49.4,108.6,154.4,Open-Meteo historical weather,reanalysis,available,0.4275,0.424542,0.338167,0.319,0.377302,Open-Meteo ERA5-Land,reanalysis,available
22846,MZ/AZL/84A14/2024/0147,Mizoram,Aizawl,Tuirial,23.72222222,92.80138889,2024-05-28,203.0,29.3154,271.2389,49.4,108.6,154.4,Open-Meteo historical weather,reanalysis,available,0.4275,0.424542,0.338167,0.319,0.377302,Open-Meteo ERA5-Land,reanalysis,available
22848,MZ/AZL/84A14/2024/149,Mizoram,Aizawl,Seling to Sesawng,23.73305556,92.84777778,2024-05-28,765.0,44.0481,0.7856,59.1,112.4,143.7,Open-Meteo historical weather,reanalysis,available,0.4275,0.424542,0.338167,0.319,0.377302,Open-Meteo ERA5-Land,reanalysis,available
22849,MZ/AZL/84A13/2024/150,Mizoram,Aizawl,Sesawng,23.76083333,92.8475,2024-05-28,789.0,29.7753,294.2211,47.7,88.6,107.8,Open-Meteo historical weather,reanalysis,available,0.42725,0.424667,0.335125,0.319,0.37651,Open-Meteo ERA5-Land,reanalysis,available
22850,MZ/AZL/84A13/2024/151,Mizoram,Aizawl,Khawruhlian,23.86972222,92.87611111,2024-05-28,971.0,24.1869,336.7886,52.3,106.3,120.6,Open-Meteo historical weather,reanalysis,available,0.427208,0.42425,0.316917,0.313,0.370344,Open-Meteo ERA5-Land,reanalysis,available
22851,MZ/AZL/84A13/2024/152,Mizoram,Aizawl,Mualmam,23.80750556,92.83417222,2024-05-28,558.0,33.7158,49.0828,47.7,88.6,107.8,Open-Meteo historical weather,reanalysis,available,0.42725,0.424667,0.335125,0.319,0.37651,Open-Meteo ERA5-Land,reanalysis,available
22852,MZ/SER/84A15/2024/153,Mizoram,Serchhip,Chhingchhip NH,23.47694444,92.857846,2024-05-28,1053.0,16.9317,301.2284,62.0,123.0,185.2,Open-Meteo historical weather,reanalysis,available,0.428625,0.426708,0.35,0.321542,0.381719,Open-Meteo ERA5-Land,reanalysis,available
22853,MZ/SER/84A15/2024/154,Mizoram,Serchhip,"Venglai , Chhingchhip",23.471041,92.85503,2024-05-28,1076.0,31.3452,344.454,62.0,123.0,185.2,Open-Meteo historical weather,reanalysis,available,0.428625,0.426708,0.35,0.321542,0.381719,Open-Meteo ERA5-Land,reanalysis,available
22854,MZ/SER/84A15/2024/155,Mizoram,Serchhip,"Venglai, Chhingchhip",23.465558,92.855991,2024-05-28,1072.0,16.8421,97.6827,62.0,123.0,185.2,Open-Meteo historical weather,reanalysis,available,0.428625,0.426708,0.35,0.321542,0.381719,Open-Meteo ERA5-Land,reanalysis,available
22855,MZ/SER/84A15/2024/156,Mizoram,Serchhip,"Venglai, Chhingchhip",23.463164,92.854672,2024-05-28,1060.0,22.0588,258.4782,62.0,123.0,185.2,Open-Meteo historical weather,reanalysis,available,0.428625,0.426708,0.35,0.321542,0.381719,Open-Meteo ERA5-Land,reanalysis,available
22856,MZ/SER/84A15/2024/157,Mizoram,Serchhip,"Hmar Veng, Serchhip",23.31259,92.856415,2024-05-28,1000.0,35.1333,315.9629,84.7,140.4,182.2,Open-Meteo historical weather,reanalysis,available,0.428583,0.425625,0.325792,0.315,0.37375,Open-Meteo ERA5-Land,reanalysis,available
22857,MZ/SER/84A15/2024/158,Mizoram,Serchhip,"NH, Serchhip",23.288812,92.864763,2024-05-28,898.0,31.4437,170.4603,84.7,140.4,182.2,Open-Meteo historical weather,reanalysis,available,0.428583,0.425625,0.325792,0.315,0.37375,Open-Meteo ERA5-Land,reanalysis,available
22858,MZ/SER/84A15/2024/159,Mizoram,Serchhip,"NH, Serchhip",23.281264,92.869279,2024-05-28,982.0,35.0202,243.2259,84.7,140.4,182.2,Open-Meteo historical weather,reanalysis,available,0.428583,0.425625,0.325792,0.315,0.37375,Open-Meteo ERA5-Land,reanalysis,available
22860,MZ/SER/84A15/2024/161,Mizoram,Serchhip,"S Chhiahtlang, Kawn Veng",23.38151,92.844938,2024-05-28,928.0,15.3435,158.3103,85.5,142.7,205.6,Open-Meteo historical weather,reanalysis,available,0.428417,0.426125,0.346333,0.3105,0.377844,Open-Meteo ERA5-Land,reanalysis,available
22861,MZ/SER/84A15/2024/162,Mizoram,Serchhip,"S Chhiahtlang, Kawn Veng",23.382175,92.843876,2024-05-28,936.0,22.9939,255.0785,85.5,142.7,205.6,Open-Meteo historical weather,reanalysis,available,0.428417,0.426125,0.346333,0.3105,0.377844,Open-Meteo ERA5-Land,reanalysis,available
22862,MZ/SER/84A15/2024/163,Mizoram,Serchhip,N Chhiahtlang,23.382772,92.845187,2024-05-28,928.0,26.7925,84.4813,85.5,142.7,205.6,Open-Meteo historical weather,reanalysis,available,0.428417,0.426125,0.346333,0.3105,0.377844,Open-Meteo ERA5-Land,reanalysis,available
22864,MZ/SER/84A15/2024/165,Mizoram,Serchhip,Chhiahtlang,23.387941,92.842291,2024-05-28,964.0,27.0912,270.9066,85.5,142.7,205.6,Open-Meteo historical weather,reanalysis,available,0.428417,0.426125,0.346333,0.3105,0.377844,Open-Meteo ERA5-Land,reanalysis,available
22865,MZ/SER/84A16/2024/166,Mizoram,Serchhip,Keitum,23.237077,92.910043,2024-05-28,670.0,10.2489,19.9388,47.6,101.9,125.7,Open-Meteo historical weather,reanalysis,available,0.428333,0.424875,0.307542,0.317,0.369437,Open-Meteo ERA5-Land,reanalysis,available
22866,MZ/SER/84E04/2024/167,Mizoram,Serchhip,N Vanlaiphai,23.126631,93.064946,2024-05-28,1382.0,22.353,44.0749,30.4,79.8,102.3,Open-Meteo historical weather,reanalysis,available,0.427292,0.421,0.266542,0.306,0.355208,Open-Meteo ERA5-Land,reanalysis,available
22949,MIZ/AZL/2023/81,Mizoram,Aizawl,Aizawl-Thenzawl-Lunglei Highway,23.51980556,92.70066667,2023-08-13,773.0,33.181,327.3185,9.5,14.1,51.9,Open-Meteo historical weather,reanalysis,available,0.403583,0.400958,0.406667,0.349708,0.390229,Open-Meteo ERA5-Land,reanalysis,available
22953,MIZ/AZL/2023/85,Mizoram,Aizawl,Sakawrdai to Zohmun road,24.27138889,92.96,2023-07-24,776.0,22.7732,283.3771,24.0,59.0,115.6,Open-Meteo historical weather,reanalysis,available,0.422667,0.42475,0.423417,0.339917,0.402687,Open-Meteo ERA5-Land,reanalysis,available
22970,MIZ/AZL/2023/102,Mizoram,Aizawl,,24.18561111,92.94536111,2013-08-15,452.0,15.3818,318.611,10.4,34.7,100.0,Open-Meteo historical weather,reanalysis,available,0.4245,0.42575,0.427458,0.426,0.425927,Open-Meteo ERA5-Land,reanalysis,available
23010,MIZ/AZL/2023/142,Mizoram,Aizawl,,23.57166667,92.71083333,2023-06-09,871.0,31.2792,346.5514,21.1,43.1,44.5,Open-Meteo historical weather,reanalysis,available,0.381792,0.336292,0.219667,0.298208,0.30899,Open-Meteo ERA5-Land,reanalysis,available
23011,MIZ/AZL/2023/143,Mizoram,Aizawl,,23.58388889,92.71722222,2023-08-08,976.0,7.4123,71.8761,2.9,67.3,106.4,Open-Meteo historical weather,reanalysis,available,0.427333,0.428583,0.4265,0.336167,0.404646,Open-Meteo ERA5-Land,reanalysis,available
